,price,location,version,year,engine,km,owner_num,gear_type,color,origin_own,nxt_test,test_cost,version_num,color_num,engine_num,location_num
1881,146000,ראשון לציון,ניסאן קשקאי QASHQAI TECH DESIGN,2021,1332 ליטר בנזין,20000,1,אוטומטי,שחור מטלי,פרטית,6,2130,488,67,13,38
1883,43900,ראשון לציון,קיה פיקנטו PICANTO LX,2017,998 ליטר בנזין,107000,2,ידני,כסף,פרטית,3,1102,740,46,150,38
1885,65000,נוף הגליל,קיה ספורטז' SPORTAGE URBAN,2015,1591 ליטר בנזין,130000,1,אוטומטי,שחור,פרטית,5,1424,735,65,49,24
1886,135000,ירכא,סוזוקי ויטארה HYBRID GLX,2021,1373 ליטר בנזין,21000,1,אוטומטי,שנהב לבן,פרטית,5,1811,527,70,21,16
1888,133500,בת ים,סובארו XV XV CROSSTREK,2020,1995 ליטר בנזין,13000,1,אוטומטי,אפור כהה,פרטית,4,2130,501,9,76,7
1889,65000,מאיפה שנוח לך בארץ,שברולט ספארק SPARK LT,2018,1399 ליטר בנזין,80220,1,אוטומטי,אפור,ליסינג,6,1102,791,6,28,22
1890,132000,נתניה,קיה ספורטז' SPORTAGE PREMIUM GT,2019,1591 ליטר בנזין,59000,2,אוטומטי,שחור,פרטית,1,2019,733,65,49,28
1891,110000,רעננה,מזדה 2 MAZDA 2 DYNAMIC,2022,1496 ליטר בנזין,1800,1,אוטומטי,כסף,פרטית,4,1235,337,46,36,44
1892,127900,נתניה,סובארו פורסטר FORESTER X,2019,2498 ליטר בנזין,192000,1,אוטומטי,אפור כהה,פרטית,2,2019,515,9,104,28
1893,112900,רמת השרון,קיה ספורטז' SPORTAGE PREMIUM GT,2018,1591 ליטר בנזין,78070,1,אוטומטי,שחור,פרטית,4,2019,733,65,49,43
1894,144900,ראשון לציון,סיטרואן ברלינגו BERLINGO SHINE PK N1,2022,1499 ליטר דיזל,10000,2,ידני,שנהב לבן,פרטית,4,1811,576,70,41,38
1895,115900,רעננה,קיה סורנטו SORENTO URBAN,2016,2359 ליטר בנזין,124000,1,אוטומטי,שחור,פרטית,4,1693,722,65,92,44
1896,50000,מאיפה שנוח לך בארץ,רנו קליאו CLIO LIFE,2018,1197 ליטר בנזין,150200,1,אוטומטי,לבן,אחר,6,1102,762,53,2,22
1900,87000,נתניה,מזדה 6 MAZDA 6 LUXURY,2018,1998 ליטר בנזין,119000,1,אוטומטי,שנהב לבן,פרטית,3,2019,352,70,82,28
1903,95000,ראשון לציון,פורד אקספלורר EXPLORER LIMITED,2014,3497 ליטר בנזין,220000,2,אוטומטי,שנהב לבן,פרטית,5,2397,657,70,131,38
1904,49000,נתניה,אופל אסטרה ברלינה BERLINA ENJOY,2017,1598 ליטר דיזל,105000,1,אוטומטי,שנהב לבן,ליסינג,1,1604,52,70,54,28
1905,99900,נתניה,ג'יפ גראנד צ'ירוקי GRAND CHEROKEE LIMITED,2013,2987 ליטר דיזל,197000,2,אוטומטי,שחור,פרטית,7,2397,124,65,114,28
1906,99000,כפר סבא,יונדאי איוניק HYBRID PREMIUM,2019,1580 ליטר בנזין,84000,1,אוטומטי,לבן,ליסינג,4,1604,283,53,44,19
1908,92900,ראשון לציון,יונדאי סונטה HYBRID LIMITED,2016,1999 ליטר בנזין,104000,3,אוטומטי,שחור,פרטית,12,1693,304,65,84,38
1910,109000,ראשון לציון,טויוטה C-HR HYBRID CHIC,2017,1798 ליטר בנזין,46000,2,אוטומטי,כסוף כהה מטלי,פרטית,5,1835,185,43,60,38
1912,19500,פתח תקווה,קיה פיקנטו PICANTO EX,2013,998 ליטר בנזין,195000,1,ידני,בז,פרטית,6,985,738,18,150,35
1913,35900,ראשון לציון,יונדאי I20 I20 INSIGHT,2013,1396 ליטר בנזין,150000,3,אוטומטי,אפור,פרטית,11,880,261,6,26,38
1915,363000,נתניה,ב מ וו סדרה 5 530E SPORT M,2021,1998 ליטר חשמל/בנזין,25000,3,אוטומטי,שנהב לבן,פרטית,10,4731,111,70,83,28
1917,94990,חיפה,יונדאי איוניק HYBRID SUPREME,2017,1580 ליטר בנזין,93000,2,אוטומטי,כסוף כהה,פרטית,11,1424,285,42,44,12
1919,84000,סינון עם האלגוריתם,יונדאי I10 I10 PREMIUM,2016,998 ליטר בנזין,110000,1,אוטומטי,כסף,ליסינג,5,985,257,46,150,30
1920,38900,באר טוביה,לנד רובר רינג' רובר ספורט RANGE R.SPORT PHEV HSE DYN,2020,1997 ליטר חשמל/בנזין,85000,1,אוטומטי,שחור,פרטית,11,3357,321,65,81,5
1921,550000,נתניה,איסוזו D-Max PICK-UP S,2011,2999 ליטר דיזל,370000,3,אוטומטי,שנהב לבן,פרטית,10,1508,67,70,124,28
1924,107900,פתח תקווה,קיה ספורטז' SPORTAGE PREMIUM GT,2019,1591 ליטר בנזין,74000,2,אוטומטי,לבן,פרטית,4,2019,733,53,49,35
1925,124900,ראשון לציון,יונדאי סונטה HYBRID LIMITED,2016,1999 ליטר בנזין,140000,3,אוטומטי,כחול כהה,פרטית,2,1693,304,33,84,38
1926,97000,ראשון לציון,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,103532,1,אוטומטי,כסוף כהה,פרטית,2,1835,735,42,84,38
1927,112900,פתח תקווה,יונדאי I10 I10 PRIME,2019,1248 ליטר בנזין,63600,2,אוטומטי,כחול מטל,פרטית,3,1102,258,36,7,35
1928,70900,ראשון לציון,טויוטה קורולה SDN EXECUTIVE,2020,1798 ליטר בנזין,50000,1,אוטומטי,שנהב לבן,פרטית,3,1811,242,70,60,38
1929,116000,נתניה,סקודה אוקטביה OCTAVIA EXCLUSIVE,2020,1498 ליטר בנזין,140000,1,אוטומטי,אפור מטל,פרטית,11,1835,587,13,39,28
1930,118500,בת ים,קיה ספורטז' SPORTAGE PREMIUM,2020,1591 ליטר בנזין,42760,1,אוטומטי,שחור,פרטית,11,2019,732,65,49,7
1932,112000,חיפה,סוזוקי ויטארה VITARA GLX,2019,1373 ליטר בנזין,80000,1,אוטומטי,כסף מטלי,ליסינג,5,1604,528,49,21,12
1934,115000,תל אביב-יפו,מרצדס GLE GLE400D 4MATIC EXCLU PLUS,2022,2925 ליטר דיזל,13000,1,אוטומטי,שחור,פרטית,4,4731,460,65,109,49
1935,650000,כפר חסידים א',סיאט איביזה IBIZA REFERENCE,2018,999 ליטר בנזין,111000,1,אוטומטי,שנהב לבן,ליסינג,2,1102,544,70,151,17
1937,108000,עפולה,פורד פוקוס FOCUS TREND,2014,1596 ליטר בנזין,210000,2,אוטומטי,רב גווני,פרטית,1,1424,666,64,51,32
1939,78000,אבן יהודה,מזדה 3 MAZDA 3 SPORT,2019,1998 ליטר בנזין,90000,2,אוטומטי,שחור,השכרה,13,1604,344,65,82,0
1940,89000,ראשון לציון,יונדאי קונה HYBRID PREMIUM,2021,1580 ליטר בנזין,37000,1,אוטומטי,שנהב לבן,ליסינג,11,1811,314,70,44,38
1941,129000,חיפה,שברולט טרוורס TRAVERSE LT,2009,3564 ליטר בנזין,245000,5,אוטומטי,אפור מטל,פרטית,7,1726,782,13,133,12
1943,29900,ראשון לציון,מרצדס C קלאס C180 AVG FLT,2017,1595 ליטר בנזין,70000,1,אוטומטי,לבן,פרטית,1,2563,408,53,50,38
1944,269000,נתניה,סקודה קודיאק KODIAQ EXCLUSIVE,2018,1968 ליטר דיזל,79000,1,אוטומטי,שנהב לבן,פרטית,2,2563,620,70,65,28
1945,145000,חיפה,רנו מגאן MEGANE INTENSE,2020,1461 ליטר דיזל,110000,1,אוטומטי,שנהב לבן,פרטית,11,1604,750,70,29,12
1946,193000,נתניה,ניסאן ג'וק JUKE ACENTA-TECK,2020,999 ליטר בנזין,53082,1,אוטומטי,לבן,פרטית,7,1811,471,53,151,28
1948,105900,חיפה,סיאט ארונה ARONA STYLE,2019,999 ליטר בנזין,110000,1,אוטומטי,שנהב לבן,ליסינג,8,1353,550,70,151,12
1949,227000,נתניה,ב מ וו סדרה 5 530E iPERFORMANCE EXCLUSIVE,2017,1998 ליטר חשמל/בנזין,130000,3,אוטומטי,לבן,פרטית,4,3357,112,53,83,28
1950,98000,כפר כנא,סקודה אוקטביה OCTAVIA AMBITION,2020,1498 ליטר בנזין,99000,1,אוטומטי,שנהב לבן,ליסינג,11,1604,584,70,39,18
1951,239000,עפולה,שברולט ספארק SPARK LT,2017,1399 ליטר בנזין,135000,1,אוטומטי,שנהב לבן,השכרה,1,1102,791,70,28,32
1952,110000,כרמיאל,אאודי Q3 Q3 SPORT LUXURY,2015,1984 ליטר בנזין,80000,1,אוטומטי,שחור,פרטית,4,1962,33,65,68,20
1953,46900,חיפה,מזדה 5 MAZDA 5 LUXURY,2008,1999 ליטר בנזין,230000,3,אוטומטי,שחור,ליסינג,3,1427,348,65,84,12
1954,96000,חיפה,יונדאי GV60 GENESIS GV60 PREMIUM RWD,2022,חשמלי,5654,1,אוטומטי,לבן פנינה,פרטית,5,3366,251,54,152,12
1955,19900,חיפה,פיג'ו 3008 3008 PREMIUM,2021,1598 ליטר בנזין,68600,1,אוטומטי,אדום,פרטית,2,2417,694,0,53,12
1956,300603,נתניה,סיאט איביזה IBIZA STYLE CP,2016,999 ליטר בנזין,139000,2,אוטומטי,שנהב לבן,פרטית,11,985,547,70,151,28
1958,52900,ראשון לציון,סקודה אוקטביה OCTAVIA AMBITION,2017,1395 ליטר בנזין,143000,1,אוטומטי,אפור מטל,ליסינג,1,1604,584,13,24,38
1959,155000,נתניה,ניסאן X TRAIL X-TRAIL TEKNA,2018,1598 ליטר דיזל,118433,1,אוטומטי,אפור מטל,פרטית,4,2019,467,13,54,28
1960,75000,חיפה,יונדאי סנטה פה SANTA FE PREMIUM,2014,2359 ליטר בנזין,117000,4,אוטומטי,אפור,פרטית,1,1962,311,6,92,12
1961,119900,ראשון לציון,טויוטה קורולה HSD SDN SENSE,2019,1798 ליטר בנזין,78000,2,אוטומטי,כסוף כהה מטלי,ליסינג,2,1604,239,43,60,38
1962,85000,חולון,סקודה קארוק KAROQ AMBITION,2019,1498 ליטר בנזין,107038,1,אוטומטי,שחור,אחר,3,1835,614,65,39,11
1964,121000,מאיפה שנוח לך בארץ,הונדה אקורד ACCORD PREMIUM,2014,1997 ליטר בנזין,91000,3,אוטומטי,אפור בהיר מטלי,פרטית,5,1693,155,8,79,22
1966,59900,רמת גן,סקודה אוקטביה OCTAVIA AMBITION,2015,1197 ליטר בנזין,125000,3,אוטומטי,קפה מטאלי,ליסינג,1,1424,584,62,2,42
1967,127000,נתניה,אאודי Q3 Q3 LUXURY,2016,1395 ליטר בנזין,121000,3,אוטומטי,לבן,פרטית,8,1962,32,53,24,28
1969,111550,נתניה,ניסאן קשקאי QASHQAI ACENTA,2019,1332 ליטר בנזין,160945,1,אוטומטי,לבן,ליסינג,6,1835,483,53,13,28
1970,207000,עפולה,סובארו XV XV 2.0 I,2016,1995 ליטר בנזין,118000,2,אוטומטי,כחול,פרטית,11,1584,500,31,76,32
1971,90900,חדרה,מרצדס C קלאס C300 AMG SPORT,2021,1991 ליטר בנזין,25000,2,אוטומטי,שחור,פרטית,5,4731,415,65,71,10
1972,77900,ראשון לציון,טויוטה יאריס HYBRID ECO,2022,1490 ליטר בנזין,11000,1,אוטומטי,שנהב לבן,פרטית,2,1529,215,70,33,38
1973,390000,נתיבות,סיטרואן C1 C1 COMFORT,2014,998 ליטר בנזין,155000,2,אוטומטי,אדום בהיר,פרטית,10,985,560,1,150,27
1975,17900,ירושלים,יונדאי I10 I10 PRIME,2023,1197 ליטר בנזין,1,1,אוטומטי,כסף,פרטית,11,1235,258,46,2,15
1976,96900,פתח תקווה,יונדאי I35 I35 INSPIRE,2015,1591 ליטר בנזין,168000,3,אוטומטי,כסף,ליסינג,5,1424,274,46,49,35
1977,99000,איכסאל,רנו מגאן MEGANE ZEN,2019,1461 ליטר דיזל,170000,1,אוטומטי,שנהב לבן,ליסינג,9,1604,752,70,29,3
1979,75000,שדרות,טויוטה יאריס CROSS HSD URBAN,2022,1490 ליטר בנזין,17000,1,אוטומטי,כסף מטלי,ליסינג,4,1811,214,49,33,45
1980,51998,ראשון לציון,ב מ וו סדרה 4 420I M SPORT,2022,1998 ליטר בנזין,15000,1,אוטומטי,שנהב לבן,פרטית,2,4731,103,70,82,38
1981,139900,נתניה,ב מ וו סדרה 7 745LE M SPORT,2019,2998 ליטר חשמל/בנזין,60000,3,אוטומטי,לבן,פרטית,8,3357,115,53,122,28
1984,108900,נתניה,מזדה 3 MAZDA 3 COMFORT,2018,1496 ליטר בנזין,81000,2,אוטומטי,שחור,ליסינג,1,1604,341,65,36,28
1985,90000,עפולה,מיצובישי ASX ASX INSTYLE,2018,1998 ליטר בנזין,85000,1,אוטומטי,אפור,פרטית,1,1604,372,6,82,32
1986,86000,נתניה,יונדאי I10 I10 PRIME,2019,1248 ליטר בנזין,35500,2,אוטומטי,כסף,פרטית,8,1102,258,46,7,28
1987,89900,ראשון לציון,קיה סלטוס SELTOS EX,2021,1999 ליטר בנזין,48660,1,אוטומטי,כחול כהה,פרטית,3,1811,729,33,84,38
1988,73900,פתח תקווה,סיטרואן C3 C3 FEEL,2019,1199 ליטר בנזין,57000,2,אוטומטי,כחול,פרטית,4,1102,562,31,4,35
1990,64900,פתח תקווה,סקודה אוקטביה OCTAVIA AMBITION,2020,1498 ליטר בנזין,119648,1,אוטומטי,לבן,ליסינג,11,1604,584,53,39,35
1991,50000,חיפה,פיג'ו 3008 3008 PREMIUM PK,2016,1598 ליטר בנזין,94000,3,אוטומטי,שחור,פרטית,8,1584,695,65,53,12
1992,101900,חדרה,טויוטה C-HR C-HR CITY,2017,1197 ליטר בנזין,45000,1,אוטומטי,שחור מטלי,פרטית,1,1604,181,67,2,10
1994,124500,ראשון לציון,ג'יפ גראנד צ'ירוקי GRAND CHEROKEE TRAILHAWK,2021,3604 ליטר בנזין,75000,2,אוטומטי,שנהב לבן,פרטית,4,4731,126,70,136,38
1995,89000,ראשון לציון,פולקסווגן ג'טה JETTA RENDLINE JV4,2014,1197 ליטר בנזין,216000,3,אוטומטי,כסף מטלי,פרטית,8,1424,629,49,2,38
1999,121000,תל אביב יפו,MG ZS EV NET-UP S,2021,חשמלי,23844,1,אוטומטי,אדום מטל,פרטית,5,2130,3,5,152,48
2000,140000,עראבה,פולקסווגן שירוקו SCIROCCO SPORT,2013,1390 ליטר בנזין,220000,4,ידני,כסף מטלי,פרטית,1,1584,651,49,23,33
2001,134900,פתח תקווה,רנו קליאו CLIO EX PACK PLUS,2019,1461 ליטר דיזל,128000,2,אוטומטי,שנהב לבן,השכרה,11,1353,761,70,29,35
2002,48000,נתניה,טויוטה קורולה HSD SDN SUN,2019,1798 ליטר בנזין,59000,1,אוטומטי,תכלת מטאלי,ליסינג,7,1604,241,72,60,28
2003,54900,ראשון לציון,קיה אופטימה OPTIMA HEV PREMIUM,2018,1999 ליטר בנזין,92000,1,אוטומטי,אפור,פרטית,3,2019,713,6,84,38
2006,315250,נתניה,סיאט איביזה IBIZA STYLE CP,2016,999 ליטר בנזין,192000,1,אוטומטי,שנהב לבן,פרטית,2,985,547,70,151,28
2007,48500,נתניה,פיג'ו 3008 3008 PREMIUM,2018,1598 ליטר בנזין,60000,1,אוטומטי,שנהב לבן,פרטית,5,2019,694,70,53,28
2008,42000,פתח תקווה,רנו מגאן MEGANE INTENSE,2019,1461 ליטר דיזל,127338,1,אוטומטי,כסף מטלי,ליסינג,8,1604,750,49,29,35
2011,64900,עפולה,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2021,2488 ליטר בנזין,43716,1,אוטומטי,שחור,ליסינג,8,2417,380,65,100,32
2012,152900,ראשון לציון,שברולט מאליבו MALIBU LT LT,2016,1490 ליטר בנזין,100000,4,אוטומטי,שחור מטלי,פרטית,2,1693,787,67,33,38
2013,177900,אשדוד,שברולט טרוורס TRAVERSE LS,2017,3564 ליטר בנזין,144000,1,אוטומטי,כסף,פרטית,9,2563,781,46,133,4
2014,55000,קרית שמונה,פיג'ו 3008 3008 PREMIUM,2019,1199 ליטר בנזין,89938,1,אוטומטי,אפור,אחר,4,2019,694,6,4,37
2015,129900,ראשון לציון,פולקסווגן טיגואן TIGUAN COMFORTLINE,2018,1395 ליטר בנזין,68831,1,אוטומטי,שחור,פרטית,4,2019,640,65,24,38
2016,127500,מאיפה שנוח לך בארץ,קיה פיקנטו PICANTO GT LINE,2021,1197 ליטר בנזין,40213,1,אוטומטי,שחור,פרטית,8,1235,739,65,2,22
2017,127900,רמת השרון,מרצדס CLA קלאס CLA180 AMG LINE FLT,2022,1332 ליטר בנזין,2998,1,אוטומטי,שחור,פרטית,1,4731,419,65,13,43
2018,77900,חיפה,שברולט טראקס TRAX LS,2017,1364 ליטר בנזין,176000,1,אוטומטי,כסף מטלי,פרטית,9,1604,778,49,19,12
2019,294000,ראשון לציון,מרצדס CLA קלאס CLA180 SPORT COUPEM,2019,1595 ליטר בנזין,53000,2,אוטומטי,שנהב לבן,פרטית,2,2563,421,70,50,38
2020,45900,ראשון לציון,מזדה 2 MAZDA 2 DYNAMIC,2016,1496 ליטר בנזין,84000,2,אוטומטי,כחול,ליסינג,5,1205,337,31,36,38
2021,175000,עיספיא,פולקסווגן ג'טה JETTA TRENDLINE,2017,1197 ליטר בנזין,99000,1,אוטומטי,כחול מטל,פרטית,2,1604,630,36,2,31
2023,49900,עיספיא,קיה פיקנטו PICANTO GT LINE,2020,1248 ליטר בנזין,32000,1,אוטומטי,שחור,פרטית,10,1235,739,65,7,31
2025,77900,חיפה,סקודה קודיאק KODIAQ EXCLUSIVE,2018,1968 ליטר דיזל,120000,1,אוטומטי,כסף מטלי,פרטית,5,2563,620,49,65,12
2026,249900,ראשון לציון,יונדאי איוניק HYBRID PREMIUM,2017,1580 ליטר בנזין,160,1,אוטומטי,כסף,פרטית,3,1604,283,46,44,38
2027,177000,חיפה,טויוטה אייגו X PULSE,2022,998 ליטר בנזין,5000,2,אוטומטי,בז,פרטית,3,1235,208,18,150,12
2028,79000,ירושלים,קיה ספורטז' SPORTAGE URBAN,2019,1598 ליטר דיזל,94000,1,אוטומטי,שחור,ליסינג,6,1835,735,65,54,15
2030,108000,קרית שמונה,ניסאן X TRAIL X-TRAIL TEKNA,2018,1995 ליטר דיזל,65000,1,אוטומטי,שחור מטלי,פרטית,5,2019,467,67,77,37
2032,139900,ראשון לציון,קיה ספורטז' SPORTAGE PREMIUM,2022,1598 ליטר בנזין,8000,1,אוטומטי,שנהב לבן,פרטית,2,2417,732,70,53,38
2033,369900,חיפה,קיה סורנטו SORENTO URBAN,2019,2359 ליטר בנזין,99000,2,אוטומטי,אפור,פרטית,4,2563,722,6,92,12
2035,152500,קרית אתא,סיאט ארונה ARONA FR,2020,999 ליטר בנזין,89256,1,אוטומטי,שנהב לבן,פרטית,11,1353,548,70,151,36
2036,74900,ראשון לציון,סוזוקי סוויפט SWIFT GLX,2008,1490 ליטר בנזין,180000,2,אוטומטי,נחושת,פרטית,3,1074,534,55,33,38
2037,105900,רמת השרון,מיצובישי אאוטלנדר OUTLANDER INVITE,2016,1998 ליטר בנזין,120000,2,ידני,שנהב לבן,ליסינג,1,1424,382,70,82,43
2038,19900,חיפה,יונדאי טוסון TUCSON TURBO LUXURY,2018,1591 ליטר בנזין,98000,1,אוטומטי,אפור,ליסינג,8,2019,303,6,49,12
2040,116500,תל אביב יפו,יונדאי איוניק HYBRID PREMIUM FL,2019,1580 ליטר בנזין,113227,1,אוטומטי,לבן,ליסינג,9,1604,284,53,44,48
2041,70900,חיפה,פיג'ו 3008 3008 PREMIUM,2021,1598 ליטר בנזין,24597,1,אוטומטי,אפור,אחר,4,2417,694,6,53,12
